power,cpu,mem
224.13, 22.31, 42.43
229.78, 21.54, 37.51
228.03, 20.27, 32.28
230.84, 22.83, 38.74
229.12, 22.93, 44.97
221.79, 19.49, 49.65
218.18, 18.32, 55.48
230.33, 22.87, 40.31
228.20, 18.67, 36.81
229.27, 21.36, 40.37
231.48, 21.70, 33.01
231.11, 22.26, 35.42
225.71, 23.26, 54.54
222.15, 19.55, 55.64
222.81, 20.01, 56.74
226.40, 21.31, 33.31
224.91, 19.68, 53.63
222.41, 22.13, 56.25
225.15, 22.39, 55.35
222.34, 21.55, 50.34
228.48, 22.65, 45.91
224.12, 21.67, 46.13
224.97, 22.63, 54.89
219.96, 19.25, 58.24
231.18, 22.87, 38.34
223.33, 18.92, 42.83
229.38, 18.53, 36.19
232.77, 20.42, 31.42
230.74, 19.06, 34.00
219.69, 18.48, 54.00
227.15, 18.91, 39.48
228.29, 19.70, 43.30
223.63, 21.65, 50.31
224.25, 22.90, 56.11
222.81, 20.78, 57.60
224.86, 20.52, 38.01
225.09, 20.68, 48.33
228.81, 19.53, 33.64
220.01, 19.80, 55.93
222.08, 18.67, 53.94
223.73, 18.30, 45.45
223.34, 18.81, 43.95
217.29, 19.29, 58.16
229.60, 20.00, 38.50
225.56, 21.26, 36.18
229.44, 19.95, 33.78
229.04, 20.13, 33.42
229.48, 23.34, 39.72
229.82, 23.49, 41.21
223.82, 21.45, 44.04
218.06, 19.41, 56.47
223.13, 20.61, 56.68
225.14, 22.57, 38.81
222.24, 19.16, 50.00
229.28, 22.24, 36.84
230.15, 22.24, 36.25
232.23, 21.10, 30.40
228.10, 21.73, 46.34
224.93, 18.53, 39.33
225.03, 19.46, 43.12
227.93, 21.49, 31.46
226.64, 21.10, 44.31
221.25, 23.57, 55.32
223.71, 22.56, 54.51
231.06, 20.24, 37.08
226.68, 18.46, 35.89
230.06, 23.67, 36.21
226.83, 23.14, 32.71
231.58, 21.84, 37.95
229.45, 19.71, 34.88
223.91, 20.57, 50.14
229.29, 23.43, 39.73
229.26, 21.33, 42.69
221.45, 20.50, 56.21
228.37, 19.87, 43.54
227.36, 23.69, 44.58
228.36, 19.60, 35.93
224.03, 20.49, 56.34
223.36, 23.23, 46.04
226.65, 20.71, 46.00
226.78, 20.13, 45.92
224.64, 20.82, 55.47
227.90, 21.51, 34.10
224.83, 22.22, 41.55
227.56, 19.54, 40.10
229.94, 23.44, 31.13
231.12, 22.55, 39.39
223.60, 20.03, 55.98
225.26, 19.71, 49.82
230.25, 20.80, 35.43
226.78, 20.41, 38.91
227.23, 21.40, 35.53
222.43, 23.50, 54.29
229.21, 22.03, 42.79
224.11, 18.91, 47.31
228.97, 22.60, 39.25
220.00, 19.43, 54.11
222.87, 22.05, 58.09
228.61, 18.39, 44.62
231.56, 21.23, 33.87
221.39, 18.77, 55.57
229.68, 21.12, 41.55
223.48, 23.54, 47.26
220.91, 18.40, 58.01
223.58, 20.50, 49.30
228.45, 21.34, 47.64
221.11, 21.65, 58.12
223.15, 22.38, 44.98
224.53, 21.86, 52.94
221.30, 19.50, 54.35
230.01, 22.14, 34.43
226.86, 21.77, 31.42
223.53, 20.27, 48.36
221.84, 22.74, 50.77
230.42, 18.47, 31.30
223.70, 18.32, 41.12
227.83, 19.33, 36.19
222.11, 20.23, 55.39
229.72, 22.06, 35.15
229.43, 20.06, 40.69
226.74, 23.57, 32.37
220.31, 23.54, 53.49
220.15, 23.47, 54.89
224.51, 21.35, 44.67
224.72, 18.60, 42.62
226.80, 21.67, 32.41
225.36, 21.42, 37.52
214.59, 27.45, 68.22
229.08, 30.54, 46.88
224.13, 25.77, 56.71
219.18, 23.26, 62.90
228.83, 22.44, 43.92
224.65, 22.35, 47.03
224.53, 22.67, 46.11
229.05, 30.37, 40.95
214.21, 21.74, 67.37
224.29, 26.62, 47.52
219.23, 21.29, 55.90
226.89, 30.55, 54.51
217.21, 23.06, 59.51
225.66, 21.46, 46.12
232.63, 29.86, 39.74
220.99, 26.03, 58.28
221.85, 21.81, 55.46
220.06, 27.62, 58.50
214.13, 22.43, 66.58
226.51, 22.24, 43.22
225.33, 30.11, 48.88
228.37, 22.20, 39.81
224.88, 29.11, 54.37
225.16, 21.66, 52.03
219.05, 28.34, 65.66
227.38, 27.86, 45.70
215.40, 24.14, 68.21
224.65, 23.00, 44.49
220.69, 22.06, 54.55
228.85, 27.63, 40.54
226.88, 22.30, 47.63
227.82, 27.38, 44.05
221.96, 26.07, 56.06
228.02, 27.01, 40.06
218.43, 22.64, 61.90
215.74, 24.89, 68.44
216.47, 21.82, 64.89
225.85, 26.73, 49.92
228.38, 29.52, 45.29
229.01, 27.55, 43.98
217.75, 29.69, 62.18
229.17, 25.21, 41.07
222.17, 22.49, 50.47
228.15, 24.42, 39.62
223.44, 30.11, 53.30
221.70, 25.17, 54.14
228.19, 28.26, 49.33
224.73, 29.89, 55.28
219.35, 25.08, 62.22
221.38, 28.77, 58.86
222.84, 25.61, 54.85
224.52, 26.18, 51.08
224.45, 23.91, 51.64
228.65, 28.57, 41.81
215.23, 29.95, 66.35
231.00, 28.99, 42.06
222.87, 25.63, 54.14
227.53, 29.81, 50.06
219.46, 27.38, 60.84
230.06, 29.13, 45.84
219.63, 24.20, 61.54
224.36, 23.69, 53.69
231.67, 27.80, 40.74
221.35, 30.25, 56.94
223.85, 23.78, 49.02
216.28, 21.69, 62.99
216.57, 26.08, 65.78
222.63, 26.48, 53.35
221.71, 22.71, 51.97
227.43, 23.38, 44.13
218.33, 26.16, 59.84
219.30, 21.57, 60.88
222.62, 24.41, 50.23
215.73, 22.54, 62.32
219.59, 23.62, 57.73
214.60, 23.85, 66.13
215.25, 21.45, 65.55
221.29, 26.52, 60.33
214.38, 22.53, 63.65
219.35, 28.04, 63.47
224.49, 27.83, 48.59
215.32, 21.82, 64.33
215.55, 22.82, 65.26
219.18, 21.87, 61.83
219.88, 26.80, 62.43
228.87, 29.75, 46.11
226.21, 21.51, 44.03
224.15, 28.34, 51.80
221.73, 23.43, 53.58
225.00, 24.14, 46.09
218.44, 24.19, 63.68
218.80, 27.30, 63.34
215.28, 25.60, 66.67
217.27, 21.92, 65.48
225.38, 26.91, 52.31
220.62, 24.86, 57.21
227.59, 28.44, 49.55
221.38, 24.97, 54.01
216.78, 29.09, 66.32
221.71, 26.40, 58.55
223.96, 32.48, 59.51
202.26, 42.43, 87.76
198.55, 40.68, 88.58
199.36, 34.59, 86.57
201.68, 40.81, 85.80
220.75, 37.17, 64.84
197.79, 41.30, 89.47
198.19, 31.82, 85.07
226.14, 33.35, 51.57
224.15, 40.40, 63.88
218.88, 41.31, 71.73
227.04, 34.22, 56.39
210.08, 36.92, 77.46
227.28, 32.58, 49.64
202.48, 40.20, 86.66
200.70, 35.06, 85.71
225.82, 37.67, 59.69
204.19, 40.87, 84.12
215.87, 31.76, 67.43
212.50, 41.88, 79.71
216.60, 31.62, 69.46
208.69, 37.47, 78.16
224.01, 30.30, 54.42
215.98, 37.88, 72.62
220.26, 35.39, 65.63
219.95, 39.61, 69.30
224.82, 31.64, 57.05
208.38, 32.44, 76.94
207.47, 31.19, 76.59
201.91, 31.11, 82.21
218.37, 32.42, 65.15
214.47, 40.49, 76.01
225.48, 39.03, 59.40
218.93, 40.53, 71.38
210.33, 41.02, 79.35
217.27, 37.94, 71.66
201.70, 36.86, 85.04
194.69, 31.14, 86.88
218.74, 31.79, 66.29
227.75, 34.22, 51.16
216.44, 33.46, 67.58
227.23, 39.35, 60.55
220.42, 35.87, 65.84
204.66, 31.51, 79.74
211.59, 40.28, 78.93
208.17, 35.06, 78.49
225.49, 41.99, 64.01
203.90, 34.67, 82.56
224.74, 33.94, 59.40
202.75, 39.64, 85.07
206.54, 31.23, 79.15
222.88, 36.82, 64.19
233.29, 41.58, 52.65
225.18, 31.06, 51.91
204.10, 30.60, 80.72
219.95, 32.48, 62.09
214.97, 30.74, 69.02
208.89, 38.56, 79.61
218.13, 34.03, 67.82
227.45, 31.43, 53.24
210.90, 39.30, 78.75
228.11, 36.77, 55.77
220.78, 41.87, 71.63
228.31, 36.78, 55.66
208.99, 38.05, 78.60
224.25, 40.19, 66.54
200.13, 34.46, 86.04
213.47, 36.63, 75.28
231.33, 40.65, 53.09
216.02, 32.58, 68.87
222.54, 34.45, 60.15
220.88, 34.24, 63.54
228.81, 32.78, 51.22
203.97, 33.31, 80.17
224.88, 30.74, 53.94
225.79, 41.37, 62.61
221.96, 32.22, 61.39
223.16, 31.34, 59.65
223.41, 39.72, 63.44
210.20, 41.53, 81.23
222.40, 36.70, 61.67
225.62, 41.44, 64.34
208.40, 34.28, 78.35
215.05, 32.32, 70.73
218.46, 37.83, 71.22
219.51, 31.35, 65.05
213.81, 33.38, 72.88
232.90, 40.69, 52.65
222.86, 42.05, 67.09
212.39, 32.46, 73.68
216.88, 41.27, 73.43
199.61, 36.32, 87.07
219.94, 36.29, 65.97
226.19, 38.68, 58.32
216.37, 34.37, 70.20
215.56, 42.01, 75.39
224.79, 32.74, 57.62
193.70, 33.05, 88.64
230.57, 37.83, 52.86
199.64, 31.40, 84.50
204.17, 34.94, 81.73
196.06, 33.14, 87.14
219.84, 40.24, 69.62
225.46, 33.15, 56.40
197.21, 32.69, 85.43
206.30, 36.53, 79.82
232.41, 39.71, 52.16
220.42, 40.11, 70.73
229.59, 37.79, 50.20
213.85, 40.13, 76.50
209.59, 38.95, 79.80
200.35, 40.14, 88.64
205.08, 30.36, 78.88
226.91, 40.09, 59.74
212.31, 38.86, 76.18
213.51, 40.86, 77.31
211.70, 35.19, 75.62
225.96, 41.06, 64.52
222.88, 30.57, 57.08
218.19, 33.50, 65.16
196.26, 31.31, 86.88
197.78, 32.85, 85.60
224.04, 32.20, 56.06
199.63, 36.93, 86.81
201.96, 39.38, 84.85
226.56, 35.39, 55.54
224.89, 39.41, 64.70
222.39, 38.65, 67.41
226.57, 40.29, 62.51
211.55, 32.10, 73.56
232.58, 40.69, 52.19
206.60, 41.98, 83.90
220.10, 35.33, 64.22
203.07, 30.61, 80.42
226.44, 33.30, 52.13
225.25, 30.54, 54.92
221.86, 38.90, 65.85
203.30, 41.28, 85.40
204.33, 40.72, 86.05
196.10, 31.18, 87.63
232.66, 40.69, 51.62
214.47, 39.36, 73.55
224.63, 34.17, 57.53
207.57, 38.17, 80.41
212.23, 41.42, 78.53
224.16, 35.02, 60.28
200.96, 33.30, 82.52
227.35, 42.01, 64.20
206.71, 33.24, 79.36
213.34, 31.34, 69.92
199.11, 30.55, 83.18
206.63, 30.40, 77.53
223.03, 41.55, 67.24
197.78, 38.60, 87.80
230.09, 35.78, 50.41
210.54, 32.21, 73.24
204.95, 39.00, 84.47
199.68, 36.85, 85.83
224.03, 33.55, 60.39
222.41, 37.61, 62.42
202.94, 37.49, 83.32
211.06, 38.23, 77.03
223.95, 33.16, 59.79
216.27, 39.91, 75.12
209.64, 30.32, 74.12
227.89, 36.10, 52.46
228.06, 38.98, 57.15
227.23, 35.22, 56.61
212.88, 31.89, 71.57
220.40, 37.10, 65.66
223.52, 34.02, 61.35
225.39, 32.18, 52.09
195.99, 35.09, 87.95
232.84, 42.32, 50.29
219.79, 32.77, 64.61
192.10, 30.77, 89.26
204.70, 37.64, 83.93
226.68, 33.89, 50.97
227.17, 36.94, 59.00
202.31, 41.26, 87.01
203.25, 37.74, 83.40
213.30, 34.54, 72.94
219.01, 31.49, 63.37
205.39, 33.02, 78.90
199.90, 34.45, 85.19
228.75, 34.77, 49.96
225.70, 32.58, 55.71
218.28, 33.62, 66.64
226.66, 33.50, 50.92
226.58, 37.59, 58.00
198.81, 38.23, 86.95
212.42, 31.65, 73.67
222.57, 34.23, 60.11
197.71, 37.82, 89.06
221.38, 30.34, 59.57
223.14, 36.57, 60.55
219.16, 40.12, 70.91
231.64, 40.42, 51.33
218.22, 32.32, 65.11
221.84, 41.39, 67.15
223.13, 42.17, 68.48
216.18, 43.40, 75.78
198.97, 45.22, 91.49
217.89, 41.58, 73.29
223.28, 44.81, 69.54
195.45, 41.36, 91.41
211.16, 42.09, 79.27
205.48, 41.50, 84.75
191.60, 41.33, 94.06
189.65, 43.36, 96.94
210.08, 41.64, 80.92
215.52, 44.75, 77.35
226.38, 42.84, 63.97
212.52, 41.37, 78.74
219.88, 42.38, 70.76
211.38, 40.76, 79.66
219.17, 41.25, 72.65
221.51, 43.54, 71.08
193.94, 41.45, 92.60
227.38, 44.77, 66.87
189.12, 41.98, 95.40
209.80, 41.06, 80.30
223.76, 40.92, 64.48
226.68, 44.10, 64.68
208.25, 43.59, 83.42
195.63, 44.16, 93.28
196.98, 45.14, 93.30
220.48, 43.26, 71.50
221.56, 41.10, 67.91
218.39, 42.90, 73.44
200.56, 42.52, 89.23
204.22, 44.38, 87.11
191.22, 45.38, 96.63
203.41, 42.04, 85.73
196.85, 44.99, 93.49
226.50, 42.51, 64.83
208.24, 44.97, 84.10
227.70, 45.50, 65.88
217.70, 44.36, 75.86
198.19, 45.04, 92.50
224.90, 44.05, 68.28
217.75, 43.90, 76.52
213.73, 45.00, 79.99
188.37, 43.91, 97.53
212.02, 41.00, 79.28
221.83, 44.44, 72.81
197.32, 44.77, 92.86
199.47, 43.88, 90.94
224.18, 42.62, 66.89
213.75, 45.08, 80.64
214.30, 41.29, 75.78
227.53, 44.61, 64.02
199.77, 44.41, 91.19
219.06, 45.41, 74.72
191.89, 41.12, 94.48
206.74, 45.36, 85.48
205.58, 41.66, 84.28
218.21, 43.14, 73.76
195.19, 43.65, 93.09
223.96, 41.73, 65.18
209.56, 44.34, 83.97
222.11, 42.74, 69.62
190.12, 44.11, 96.90
204.24, 43.55, 86.49
191.22, 43.53, 95.35
214.46, 41.94, 76.71
222.36, 42.56, 68.98
227.70, 43.94, 64.10
211.83, 40.66, 79.41
226.02, 43.44, 65.28
221.86, 45.08, 73.27
226.15, 45.49, 68.61
211.30, 43.11, 81.42
203.50, 42.43, 86.63
215.73, 44.69, 78.87
208.35, 45.01, 83.88
210.65, 42.97, 81.33
224.00, 41.86, 67.89
215.53, 42.33, 76.80
223.72, 42.62, 68.49
229.03, 44.91, 64.65
210.41, 45.40, 82.57
216.32, 41.13, 74.66
221.76, 42.52, 69.94
225.59, 44.98, 67.41
221.52, 41.39, 68.65
221.94, 41.99, 68.47
229.33, 45.12, 63.97
221.04, 44.08, 73.07
195.16, 41.43, 92.53
226.66, 45.40, 65.88
204.72, 44.03, 86.23
189.66, 44.26, 97.30
226.35, 42.93, 64.48
211.38, 45.14, 81.51
201.05, 43.61, 88.62
224.28, 42.29, 67.35
224.91, 44.31, 67.73
195.71, 41.78, 91.24
213.30, 45.09, 80.63
210.99, 43.77, 82.45
215.60, 46.74, 81.37
220.20, 43.25, 72.40
231.51, 50.60, 69.13
220.36, 50.08, 78.19
228.88, 47.99, 66.32
216.06, 45.00, 76.49
224.96, 43.15, 66.04
226.37, 45.80, 69.18
222.28, 46.79, 75.82
229.65, 49.16, 66.97
211.46, 43.76, 80.64
224.01, 43.46, 66.22
225.04, 49.17, 75.22
232.32, 50.67, 69.15
218.27, 49.76, 79.27
214.38, 44.36, 78.70
235.66, 50.76, 61.16
228.50, 49.42, 71.82
230.16, 47.20, 65.61
218.89, 43.97, 74.58
230.06, 49.63, 69.99
226.83, 46.46, 66.69
217.66, 43.47, 73.90
222.44, 49.51, 77.87
213.98, 44.58, 80.73
227.70, 46.60, 69.27
208.39, 44.02, 82.91
232.37, 44.87, 61.20
222.24, 44.38, 71.59
229.84, 45.17, 60.70
210.98, 44.40, 83.23
213.19, 45.47, 81.05
214.77, 48.53, 81.18
220.40, 50.28, 79.15
221.56, 45.45, 74.32
226.62, 48.31, 72.27
228.70, 44.57, 61.08
226.13, 48.20, 71.89
222.36, 43.59, 71.12
217.37, 46.28, 79.09
224.71, 48.84, 74.27
230.86, 49.68, 67.32
228.61, 50.77, 71.96
224.52, 44.79, 68.77
224.50, 49.92, 75.77
226.20, 47.52, 71.67
228.51, 46.55, 64.45
213.17, 43.49, 79.76
236.66, 50.59, 62.94
227.84, 49.61, 69.97
215.13, 43.61, 76.07
228.35, 43.39, 63.47
229.46, 48.10, 66.06
231.64, 44.51, 61.53
222.62, 47.82, 73.16
230.95, 47.45, 66.02
220.90, 50.46, 80.46
222.92, 48.82, 75.56
228.30, 50.46, 71.98
227.01, 43.31, 65.93
223.27, 48.65, 74.96
226.87, 47.58, 67.29
217.76, 48.07, 79.95
208.95, 43.46, 82.99
227.43, 50.24, 71.75
227.29, 45.99, 66.70
223.41, 50.33, 78.18
215.35, 46.62, 80.88
231.27, 47.74, 62.49
225.07, 44.64, 67.69
215.71, 48.49, 79.90
222.75, 44.53, 71.80
226.03, 44.44, 68.69
223.24, 47.75, 71.93
220.39, 50.65, 79.48
225.72, 44.11, 68.06
222.37, 48.57, 74.72
222.08, 46.65, 74.19
229.98, 47.37, 64.04
212.46, 47.80, 82.32
216.17, 44.80, 78.25
214.55, 47.07, 80.00
229.55, 50.52, 70.34
226.61, 43.37, 67.11
231.65, 45.29, 62.42
222.62, 47.38, 74.59
232.00, 50.16, 67.55
222.64, 50.74, 76.85
215.98, 46.12, 78.55
226.73, 45.04, 68.52
234.88, 50.24, 62.54
237.08, 49.41, 60.81
230.81, 47.60, 64.50
230.33, 47.50, 65.52
212.72, 47.98, 83.21
220.23, 49.45, 79.81
213.90, 47.05, 81.72
