power,cpu,mem
231.44,30.5,71.8
229.62,63.6,47.8
229.11,64.6,74.1
232.3,73.2,59
233.25,81.3,17.1
229.93,77.2,60.3
229.02,39.9,25.3
227.53,64.3,79.7
228.41,85.3,54.6
232.52,13.6,72.4
233.7,86.8,8.9
228.82,90.5,76.1
227.27,63.1,21.9
227.58,40.4,58.6
233.16,65,70.9
233.45,13.4,32.4
230.1,90.2,72.4
232.98,4.4,98.8
233.58,27.6,69.5
226.8,59.2,97.4
231.96,51.6,93.9
229.11,36,73.2
229.59,60,58.4
228.96,50.5,87.9
228.03,69.5,59.7
231.88,62.8,87.9
229.92,69.4,29.9
231.98,62.4,74.3
230.82,30.9,36.8
230.75,68.5,79.9
227.92,84.1,90.3
233.49,85.5,51
226.22,68.7,70.6
229.27,61.5,71.7
229.57,23.5,90.3
231.96,48.8,92.5
233.13,37.9,51.7
229.78,81.8,86
228.53,77.9,93.2
226.27,82,26.5
230.81,82.1,76.4
228.33,72,66.8
229.2,90.6,76.9
226.87,72.4,42.8
230.4,81.2,94.6
229.2,59.7,76.3
230.64,56.3,64.6
231.67,54.1,61.8
227.93,83.4,15.3
227.18,60.8,83.3
229.15,49,70
231.41,56.2,52.6
228.61,90.8,30.3
230.48,48.4,87
231.77,58.7,63.8
231.42,69.5,28.2
231.41,51.9,76.9
226.81,73.8,63.8
229.97,68.2,21.7
226.51,50.6,83.4
231.11,71.4,69.7
231.11,71.7,27.5
229.99,86.6,60.5
227.33,59.7,75.7
230.56,61.3,52.6
234.51,61.8,85.4
230.35,50.7,95.8
232.49,67.4,74.8
229.55,74.3,50.1
233.33,78.6,96.9
231.92,88.2,7.6
229.72,63,85.8
229.84,87.9,88.5
226.99,33.7,25.9
227.59,63.3,92.4
232.05,72.1,23.8
229.98,72.8,63.1
230.08,92.3,55.7
231.05,80.3,74
233.43,63.1,90.1
228.15,62.9,80.5
228.13,84.9,60.9
227.19,87.3,62.4
229.56,95,75.2
229.87,,
227.24,,
228.16,,
230.96,,
232.71,,
230.86,,
227.59,,
229.71,,
229.7,,
232.39,,
230.75,,
228.8,,
233.16,,
228.65,,
231.88,,
228.51,,
230.16,,
230.83,,
230.75,,
225.39,,
232.12,,
231.32,,
230.09,,
229.65,,
229.99,,
233.19,,
233.41,,
234.25,,
230.03,,
230.23,,
225.02,,
228.64,,
231.41,,
230.03,,
228.23,,
226.47,,
230.96,,
227.26,,
228.53,,
226.98,,
229.17,,
228.11,,
227.72,,
225.22,,
227.4,,
230.96,,
227.21,,
231.32,,
232.08,,
231.6,,
229.81,,
230.16,,
232.1,,
227.21,,
230.25,,
234.47,,
228.6,,
229.14,,
225.78,,
232.18,,
228.71,,
231.27,,
230.52,,
227.79,,
226.77,,
230.07,,
227.48,,
232.28,,
232.35,,
229.95,,
231.98,,
227.04,,
232.58,,
228.36,,
228.18,,
227.22,,
230.95,,
224.68,,
231.45,,
229.51,,
227.62,,
233.86,,
227.11,,
229.56,,
225.96,,
231.88,,
233.23,,
233.09,,
230.11,,
233.1,,
230.63,,
232.19,,
229.43,,
223.43,,
229.15,,
228.26,,
230.09,,
228.03,,
227.39,,
231.13,,
230.95,,
231.47,,
232.1,,
232.72,,
229.54,,
229.91,,
227.86,,
231.9,,
232.26,,
230.29,,
231.36,,
227.91,,
229.9,,
229.92,,
228.45,,
230.36,,
228.31,,
227.72,,
230.12,,
231.58,,
230.64,,
231.31,,
233.38,,
228.46,,
233.45,,
232.73,,
228.26,,
226.98,,
230.02,,
225.57,,
230.39,,
227.3,,
230.35,,
231.3,,
226.17,,
230.34,,
228.97,,
229.57,,
227.53,,
227.11,,
231.13,,
230.17,,
231.38,,
233.46,,
229.38,,
232.48,,
228.14,,
227.79,,
229.35,,
226.61,,
227.48,,
229.47,,
230.6,,
226.83,,
226.68,,
230.92,,
233.11,,
230.1,,
228.81,,
231.57,,
232.16,,
232.64,,
234.2,,
224.16,,
232.91,,
230.02,,
232.29,,
233.98,,
227.46,,
228.87,,
229.83,,
227.69,,
234.35,,
231.3,,
226.76,,
227.22,,
230.88,,
228.23,,
230.36,,
229.26,,
228.14,,
227.95,,
229.65,,
228.67,,
227.19,,
229.64,,
228.65,,
227.58,,
232.2,,
232.14,,
226.97,,
230.61,,
226.78,,
232.75,,
227.77,,
233.75,,
224.34,,
228.9,,
229.95,,
228.77,,
227.35,,
230.72,,
229.4,,
233.3,,
228.05,,
235.01,,
233.42,,
225.75,,
231.57,,
233.23,,
231.17,,
237.88,,
227.89,,
226.08,,
232.62,,
230.33,,
228.47,,
228.46,,
231.2,,
226.35,,
228.35,,
232.5,,
230.4,,
229.42,,
230.94,,
236.82,,
232.69,,
231.75,,
235.1,,
233.06,,
231.93,,
230.77,,
233.95,,
226.1,,
231.09,,
226.13,,
239.67,,
235.1,,
235.77,,
228.86,,
229.44,,
237.3,,
236.76,,
228.86,,
238.9,,
235.84,,
226.05,,
231.58,,
237.7,,
223.48,,
228.26,,
231.99,,
233.02,,
231.4,,
234.86,,
229.12,,
230.69,,
235.2,,
235.67,,
237.35,,
233.31,,
237.86,,
228.58,,
231.1,,
227.1,,
234.01,,
235.13,,
238.15,,
228.48,,
225.31,,
228.4,,
227.75,,
232.39,,
229.44,,
233.46,,
228.31,,
232.55,,
229.44,,
232.36,,
229.97,,
236.27,,
233.47,,
229.96,,
236.17,,
239.15,,
235.15,,
232.96,,
231.69,,
230.6,,
233.99,,
226.94,,
227.4,,
235.27,,
233.09,,
234.19,,
233.7,,
238.67,,
236.87,,
233.93,,
235.68,,
225.08,,
233.23,,
229.34,,
229.98,,
232.89,,
234.09,,
234.26,,
230.53,,
233.33,,
229.25,,
235.45,,
225.65,,
229.76,,
228.86,,
227.52,,
236.99,,
234.38,,
234.28,,
231.92,,
236.81,,
235.25,,
236.49,,
235.7,,
233.82,,
231.46,,
234.05,,
228.25,,
226.85,,
227.08,,
236.66,,
236.16,,
235.2,,
236.57,,
230.91,,
233.51,,
227.83,,
229.39,,
233.38,,
235.2,,
230.37,,
233.21,,
232.56,,
233.71,,
232.15,,
231.72,,
231.67,,
232.39,,
232.93,,
232.13,,
238.16,,
233.33,,
227.07,,
232.74,,
228.05,,
236.81,,
234.51,,
235.92,,
231.55,,
232.93,,
232.92,,
231.17,,
230.44,,
234.88,,
230.96,,
232.55,,
233.44,,
228.29,,
231.68,,
235.99,,
235.42,,
227.92,,
233.49,,
231.29,,
236.26,,
233.8,,
231.93,,
229.81,,
229.3,,
227.94,,
232.61,,
226.75,,
233.81,,
236.58,,
232.05,,
235.09,,
230.13,,
224.42,,
230.85,,
227.95,,
225.98,,
231.66,,
237.06,,
233.45,,
233.34,,
239.84,,
237.39,,
226.99,,
235.5,,
234.79,,
227.89,,
231.31,,
231.31,,
229.19,,
230.94,,
237.93,,
235.97,,
227.14,,
238.02,,
237.29,,
226.67,,
225.79,,
233.81,,
233.92,,
236.25,,
236.54,,
237.83,,
235.54,,
235.8,,
226.24,,
233.76,,
231.44,,
230.08,,
236.19,,
239.4,,
229.39,,
228.69,,
228.71,,
234.78,,
222.28,,
225.07,,
233.5,,
230.28,,
229.59,,
237.29,,
235.41,,
227.57,,
227.89,,
239.37,,
229.29,,
233.87,,
235.1,,
231.26,,
236.29,,
239.27,,
231.84,,
236.44,,
230.86,,
236.43,,
231.6,,
228.66,,
227,,
238.54,,
235.42,,
226.92,,
233.77,,
225.14,,
225.27,,
232.05,,
237.03,,
226.87,,
228.76,,
233.61,,
231.29,,
229.66,,
235.57,,
234.45,,
224.16,,
229.96,,
233.01,,
226.05,,
229.57,,
234.25,,
236.84,,
237.63,,
237.1,,
234.5,,
237.31,,
232.99,,
234.46,,
236.13,,
231.55,,
231.99,,
236.76,,
231.58,,
228.95,,
234.52,,
228,,
232.78,,
236.24,,
233.62,,
234,,
233.76,,
227.74,,
226.23,,
235.91,,
230.49,,
234.72,,
226.44,,
232.68,,
227.07,,
239.39,,
234.37,,
235.56,,
242,,
239.34,,
242.76,,
238.24,,
242.27,,
237.99,,
239.01,,
239.57,,
237.1,,
234.39,,
237.17,,
238.39,,
236.6,,
241.82,,
235.48,,
237.36,,
242.6,,
242.15,,
235.88,,
242.17,,
235.36,,
236.04,,
241.47,,
239.21,,
238.93,,
243.48,,
237.69,,
240.91,,
236.79,,
235.99,,
243.92,,
241.41,,
239.18,,
239.81,,
234.92,,
243.28,,
239.29,,
242.93,,
238.47,,
241.57,,
235.72,,
238.82,,
243.52,,
237.49,,
236.87,,
240.27,,
245.49,,
237.24,,
240.68,,
243.71,,
239.43,,
243.87,,
243.64,,
239.44,,
243.4,,
236.12,,
237.11,,
238.7,,
235.29,,
234.57,,
244.2,,
236.5,,
244.91,,
237.65,,
242.75,,
235.46,,
239.62,,
237.1,,
236.14,,
239.77,,
237.64,,
243.48,,
241.42,,
242.8,,
237.38,,
240.55,,
237.84,,
240.66,,
241.89,,
236.61,,
244.11,,
242.31,,
236.9,,
238.37,,
235.83,,
236.72,,
236.49,,
243.4,,
236.28,,
243.54,,
241.77,,
234.52,,
237.92,,
243.43,,
243.98,,
243.88,,
238.82,,
244.03,,
239.25,,
240.64,,
240.97,,
238.91,,
237.81,,
236.98,,
244.96,,
241.12,,
238.34,,
240.29,,
244.69,,
245.54,,
241.52,,
236.41,,
243.32,,
243.09,,
243.41,,
239.69,,
234.63,,
237.66,,
235.57,,
242.65,,
238.82,,
242.04,,
238.76,,
236.04,,
244.37,,
240.44,,
238.66,,
238.47,,
234.67,,
246.54,,
233.21,,
244.14,,
239.97,,
233.69,,
234.43,,
242.92,,
243.55,,
234.08,,
238.87,,
244.25,,
241.26,,
238.14,,
234.44,,
241.7,,
240.92,,
240.32,,
243.59,,
240.09,,
245.5,,
235.44,,
236.49,,
233.47,,
236.09,,
238.83,,
239.04,,
243.58,,
240.31,,
234.35,,
242.98,,
246.6,,
236.96,,
238.65,,
240.15,,
235.59,,
241.09,,
237.33,,
240.99,,
240.22,,
240.08,,
241.64,,
239.28,,
235.71,,
243.48,,
239.58,,
240.25,,
241.74,,
236.19,,
240.31,,
244.56,,
238.96,,
240.49,,
237.64,,
242.38,,
237.52,,
243.74,,
238.1,,
243.15,,
241.53,,
243.84,,
240.68,,
240.43,,
238.66,,
239.24,,
235.92,,
239.33,,
243.28,,
241.86,,
256.9,,
255.42,,
281.7,,
272.65,,
264.03,,
273.68,,
249.62,,
260.05,,
246.44,,
269.98,,
252.83,,
253.06,,
257.63,,
256.17,,
246.34,,
277.89,,
254.58,,
252.96,,
246.13,,
273.61,,
245.65,,
273.24,,
244.15,,
252.81,,
248.82,,
270.69,,
261.44,,
280.48,,
244.72,,
246.11,,
269.06,,
262.08,,
258.05,,
247.35,,
272.55,,
243.71,,
266.37,,
268.71,,
273.92,,
249.04,,
251.02,,
273.87,,
251.3,,
248.63,,
258.98,,
256.22,,
259.11,,
255.93,,
245.53,,
277.71,,
277.17,,
247.22,,
242.36,,
255.41,,
240.98,,
273.33,,
253.2,,
271.33,,
258.19,,
260.67,,
271.55,,
265.35,,
247.33,,
253.52,,
242.23,,
262.64,,
249.19,,
264.65,,
267.73,,
256.4,,
269.34,,
269.01,,
255.43,,
249.13,,
269.91,,
270.55,,
283.54,,
269.79,,
243.5,,
259.83,,
261.02,,
267.87,,
255.8,,
256.88,,
265.18,,
250.09,,
252.01,,
246.26,,
268.39,,
262.27,,
259.18,,
244.6,,
267.62,,
254.34,,
246,,
249.99,,
267.41,,
266.37,,
246.93,,
277.18,,
256.1,,
256.01,,
246.88,,
252.72,,
256.26,,
263.26,,
267.37,,
250.44,,
261.84,,
249.61,,
243.89,,
281.78,,
257.99,,
262.41,,
256.31,,
269.24,,
244.98,,
276.79,,
262.83,,
275.17,,
253.06,,
280.14,,
246.46,,
263.42,,
266.39,,
260.06,,
280.43,,
262.18,,
251.02,,
247.55,,
247.5,,
272.99,,
272.2,,
252.1,,
268.24,,
256.67,,
272.6,,
253.63,,
245.31,,
246.64,,
262.96,,
251.33,,
261.32,,
243.21,,
274.54,,
265.17,,
257.13,,
271.65,,
248.48,,
254.52,,
255.96,,
249.44,,
257.49,,
279.5,,
265.47,,
255.75,,
261.37,,
276.46,,
257.48,,
248.33,,
263.79,,
273.78,,
276.77,,
254.4,,
255.12,,
259.81,,
266.27,,
267.47,,
281.69,,
269.44,,
259.72,,
250.41,,
253.86,,
279.11,,
265.28,,
274.11,,
256.13,,
250.43,,
250.62,,
267.55,,
259.83,,
254.27,,
244,,
250.4,,
252.38,,
264.79,,
253.11,,
263.1,,
263.89,,
260.8,,
254.82,,
267.32,,
263.18,,
268.13,,
256.43,,
248.94,,
275.24,,
243,,
267.73,,
272.17,,
246.25,,
261.44,,
244.73,,
264.51,,
275.04,,
263.96,,
244.6,,
256.53,,
246.52,,
271.13,,
267.15,,
244.81,,
264.51,,
246.64,,
244.86,,
250.75,,
266.48,,
249.32,,
252.57,,
269.36,,
269.64,,
247.05,,
247.07,,
275.15,,
264.39,,
250.55,,
258.38,,
255.73,,
262.78,,
253.89,,
265.55,,
240.83,,
270.32,,
262.9,,
247.65,,
243.59,,
257.94,,
273.21,,
242.85,,
246.26,,
248.41,,
256.42,,
275.54,,
246.36,,
280.96,,
251.87,,
261.93,,
248.9,,
241.22,,
281.52,,
250.06,,
266.45,,
265.68,,
276.06,,
258.19,,
247.69,,
252.87,,
244.72,,
265.62,,
252.5,,
242.55,,
261.14,,
258.36,,
254.36,,
256.14,,
246.38,,
258.1,,
253.13,,
242.65,,
272.34,,
255.01,,
263.86,,
257.43,,
279.28,,
260.11,,
272.31,,
242.49,,
255.85,,
281.89,,
245.59,,
265.29,,
271.53,,
255.08,,
256.79,,
269.73,,
261.82,,
266.85,,
247.72,,
263.99,,
256.52,,
246.12,,
265.2,,
256.76,,
242.2,,
250.66,,
269.71,,
265.48,,
267.28,,
259.07,,
266.54,,
277.15,,
281.15,,
292.58,,
279.42,,
301.24,,
302.04,,
288.46,,
285.79,,
280.99,,
303.07,,
303.79,,
280.16,,
288.19,,
281.01,,
300.74,,
288.89,,
281.25,,
280.48,,
310.12,,
308.7,,
309.58,,
292.56,,
307.36,,
280.96,,
294.05,,
289.3,,
290.77,,
284.64,,
296.51,,
304.24,,
298.92,,
307.55,,
297.85,,
281.85,,
287.2,,
300.8,,
281.09,,
306.81,,
309.29,,
276.67,,
296.71,,
300.27,,
293.32,,
304.64,,
309.16,,
292.09,,
294.91,,
306.65,,
281.39,,
292.47,,
291.44,,
306.51,,
305.77,,
289.75,,
310.54,,
279.64,,
279.23,,
299.48,,
291.72,,
293.03,,
293.99,,
288.34,,
301.6,,
281.74,,
289.66,,
288.31,,
290.46,,
279.38,,
288.3,,
290.8,,
282.71,,
282.18,,
291.05,,
303.6,,
301.14,,
299.16,,
283.41,,
277.02,,
283.37,,
294.25,,
283.49,,
304.09,,
294.33,,
293.89,,
286.17,,
287.16,,
283.99,,
291.57,,
287.81,,
301.58,,
288.33,,
300.55,,
282.32,,
301.16,,
292.54,,
304.99,,
295.19,,
308.42,,
302.6,,
300.36,,
306.51,,
309.16,,
283.05,,
292.7,,
293.06,,
307.08,,
294.25,,
311.43,,
301,,
284.43,,
305.93,,
308.38,,
277.9,,
289.75,,
288.44,,
286.47,,
303.45,,
298.13,,
290.89,,
307.42,,
290.55,,
305.28,,
280.89,,
280.41,,
280.84,,
293.78,,
286.92,,
292.87,,
285.27,,
277.53,,
290.9,,
290.16,,
279.53,,
307.93,,
294.02,,
286.33,,
291.3,,
304.74,,
300.73,,
283.98,,
285.64,,
293.26,,
303.2,,
308.56,,
308.96,,
284.51,,
291.46,,
300.56,,
297.2,,
299.63,,
282.78,,
283.03,,
298.46,,
304.85,,
287.63,,
281.02,,
304.97,,
304.77,,
305.38,,
293.41,,
302.92,,
282.5,,
290.33,,
280.98,,
283.56,,
296.73,,
284.82,,
281.06,,
305.54,,
283.03,,
308.75,,
302.64,,
293.88,,
287.13,,
285.1,,
306.72,,
294.27,,
306.04,,
303.66,,
309.09,,
297.65,,
295.21,,
290.51,,
293.42,,
286.46,,
296.06,,
296.72,,
304.43,,
294.9,,
303.32,,
290.42,,
292.8,,
292.75,,
303.08,,
287.43,,
290.93,,
301.46,,
288.31,,
280.04,,
283.27,,
317.66,,
312.4,,
318.68,,
315.32,,
301.99,,
315.77,,
315.04,,
303.42,,
305.95,,
301.08,,
314.04,,
306.38,,
325.92,,
295.19,,
302.34,,
311.68,,
309.99,,
313.13,,
317.37,,
307.71,,
307.93,,
319.24,,
300.52,,
299.72,,
309.85,,
312.86,,
321.95,,
313.46,,
314.79,,
300.82,,
296.02,,
308.68,,
315.11,,
329.81,,
299.9,,
317.89,,
329.56,,
319.63,,
324.14,,
302.75,,
311.07,,
316.48,,
319.66,,
299.07,,
308.8,,
328.75,,
298.03,,
304.04,,
303.35,,
303.82,,
316.28,,
315.91,,
296.58,,
299.56,,
316.02,,
301.51,,
304.2,,
316.66,,
314.38,,
300.73,,
321.47,,
301.43,,
300.09,,
303.96,,
315.91,,
303.66,,
311.64,,
301.36,,
307.51,,
306.77,,
299.59,,
320.59,,
310.72,,
312.93,,
319.2,,
322.18,,
318.02,,
296.62,,
320.41,,
320.06,,
303.04,,
298.02,,
299.06,,
305.84,,
303.54,,
320.54,,
309.37,,
320.55,,
305.61,,
301.99,,
314.95,,
301.28,,
319.92,,
308.58,,
316.39,,
296.94,,
311.45,,
317.81,,
308.34,,
301.52,,
312.24,,
298.83,,
308.83,,
324.88,,
312.91,,
314.67,,
300.78,,
306.93,,
301.59,,
310.16,,
320.33,,
313.88,,
312.99,,
305.78,,
316.66,,
321.07,,
298.2,,
319.68,,
310.05,,
326.55,,
304.51,,
311.61,,
312.74,,
313.4,,
296.04,,
297.3,,
306.79,,
318.46,,
301.06,,
315.23,,
299.06,,
323.67,,
302.82,,
325.19,,
316.82,,
299.41,,
314.6,,
301.7,,
298.74,,
311.26,,
304.32,,
319.6,,
301.4,,
319.55,,
325.68,,
295.18,,
305.56,,
298.67,,
323.96,,
295.18,,
319.45,,
339.78,,
310.77,,
313.98,,
333.67,,
329.14,,
339.89,,
315.99,,
341.67,,
329.09,,
323.67,,
342.14,,
317.06,,
329.27,,
339.6,,
344.99,,
321.62,,
